9.65315 	0.944498 	0 	1.1214378 	-0.0021496464 	-9.0898955e-11
9.65315 	0.952652 	0 	0.98873443 	-0.001811994 	3.1685031e-10
9.65315 	0.894171 	0 	1.4612076 	-0.0029932399 	1.8318913e-10
9.65315 	0.905664 	0 	1.4406569 	-0.0030951451 	1.2996866e-10
9.65315 	0.916394 	0 	1.3962506 	-0.0034977681 	1.0236662e-10
9.65315 	0.926412 	0 	1.3270815 	-0.0031652444 	5.9373342e-10
9.65315 	0.935765 	0 	1.2351526 	-0.0024382458 	-7.8414593e-11
9.65315 	0.881862 	0 	1.4634196 	-0.0028828346 	4.8140054e-11
9.65315 	0.894171 	0 	1.4612076 	-0.0029932399 	1.8318913e-10
9.65315 	0.905664 	0 	1.4406569 	-0.0030951451 	1.2996866e-10
9.65315 	0.916394 	0 	1.3962506 	-0.0034977681 	1.0236662e-10
9.65315 	0.926412 	0 	1.3270815 	-0.0031652444 	5.9373342e-10
9.65315 	0.868678 	0 	1.4571829 	-0.0026556374 	-5.8498825e-10
9.65315 	0.881862 	0 	1.4634196 	-0.0028828346 	4.8140054e-11
9.65315 	0.894171 	0 	1.4612076 	-0.0029932399 	1.8318913e-10
9.65315 	0.905664 	0 	1.4406569 	-0.0030951451 	1.2996866e-10
9.65315 	0.916394 	0 	1.3962506 	-0.0034977681 	1.0236662e-10
9.65315 	0.868678 	0 	1.4571829 	-0.0026556374 	-5.8498825e-10
9.65315 	0.881862 	0 	1.4634196 	-0.0028828346 	4.8140054e-11
9.65315 	0.894171 	0 	1.4612076 	-0.0029932399 	1.8318913e-10
9.65315 	0.905664 	0 	1.4406569 	-0.0030951451 	1.2996866e-10
9.65315 	0.854557 	0 	1.4534734 	-0.0023399956 	-1.9924114e-09
9.65315 	0.868678 	0 	1.4571829 	-0.0026556374 	-5.8498825e-10
9.65315 	0.881862 	0 	1.4634196 	-0.0028828346 	4.8140054e-11
9.65315 	0.894171 	0 	1.4612076 	-0.0029932399 	1.8318913e-10
9.65315 	0.839433 	0 	1.4582799 	-0.0021216728 	-2.974202e-09
9.65315 	0.854557 	0 	1.4534734 	-0.0023399956 	-1.9924114e-09
9.65315 	0.868678 	0 	1.4571829 	-0.0026556374 	-5.8498825e-10
9.65315 	0.881862 	0 	1.4634196 	-0.0028828346 	4.8140054e-11
9.65315 	0.839433 	0 	1.4582799 	-0.0021216728 	-2.974202e-09
9.65315 	0.854557 	0 	1.4534734 	-0.0023399956 	-1.9924114e-09
9.65315 	0.868678 	0 	1.4571829 	-0.0026556374 	-5.8498825e-10
9.65315 	0.823234 	0 	1.4685257 	-0.0019920179 	-1.2127897e-09
9.65315 	0.839433 	0 	1.4582799 	-0.0021216728 	-2.974202e-09
9.65315 	0.854557 	0 	1.4534734 	-0.0023399956 	-1.9924114e-09
9.65315 	0.868678 	0 	1.4571829 	-0.0026556374 	-5.8498825e-10
9.65315 	0.805884 	0 	1.479419 	-0.0018244364 	5.9900409e-09
9.65315 	0.823234 	0 	1.4685257 	-0.0019920179 	-1.2127897e-09
9.65315 	0.839433 	0 	1.4582799 	-0.0021216728 	-2.974202e-09
9.65315 	0.854557 	0 	1.4534734 	-0.0023399956 	-1.9924114e-09
9.65315 	0.805884 	0 	1.479419 	-0.0018244364 	5.9900409e-09
9.65315 	0.823234 	0 	1.4685257 	-0.0019920179 	-1.2127897e-09
9.65315 	0.839433 	0 	1.4582799 	-0.0021216728 	-2.974202e-09
9.65315 	0.787302 	0 	1.4896898 	-0.0016315948 	1.6517646e-08
9.65315 	0.805884 	0 	1.479419 	-0.0018244364 	5.9900409e-09
9.65315 	0.823234 	0 	1.4685257 	-0.0019920179 	-1.2127897e-09
9.65315 	0.787302 	0 	1.4896898 	-0.0016315948 	1.6517646e-08
9.65315 	0.805884 	0 	1.479419 	-0.0018244364 	5.9900409e-09
9.65315 	0.823234 	0 	1.4685257 	-0.0019920179 	-1.2127897e-09
9.65315 	0.7674 	0 	1.4996057 	-0.0014072076 	2.3396596e-08
9.65315 	0.787302 	0 	1.4896898 	-0.0016315948 	1.6517646e-08
9.65315 	0.805884 	0 	1.479419 	-0.0018244364 	5.9900409e-09
9.65315 	0.7674 	0 	1.4996057 	-0.0014072076 	2.3396596e-08
9.65315 	0.787302 	0 	1.4896898 	-0.0016315948 	1.6517646e-08
9.65315 	0.805884 	0 	1.479419 	-0.0018244364 	5.9900409e-09
9.65315 	0.7674 	0 	1.4996057 	-0.0014072076 	2.3396596e-08
9.65315 	0.787302 	0 	1.4896898 	-0.0016315948 	1.6517646e-08
9.65315 	0.7674 	0 	1.4996057 	-0.0014072076 	2.3396596e-08
9.65315 	0.7674 	0 	1.4996057 	-0.0014072076 	2.3396596e-08
9.65315 	0.952652 	0 	0.98873443 	-0.001811994 	3.1685031e-10
9.65315 	0.960264 	0 	0.84193006 	-0.0013122126 	-7.9263369e-11
9.65315 	0.96637 	0 	0.70871645 	-0.0009606767 	-3.4352716e-11
9.65315 	0.970955 	0 	0.6031659 	-0.00073277128 	-1.3398669e-11
9.65315 	0.975013 	0 	0.50783767 	-0.00053318292 	-5.1114016e-11
9.65315 	0.978605 	0 	0.42385327 	-0.00047777156 	2.7025886e-12
9.65315 	0.981784 	0 	0.35117709 	-0.00038254684 	-3.3468968e-11
9.65315 	0.984598 	0 	0.28890254 	-0.00014133464 	1.0598042e-10
9.65315 	0.987089 	0 	0.23576158 	-5.4624269e-05 	-7.3237638e-11
9.65315 	0.989293 	0 	0.19048365 	-7.7492994e-05 	-4.976927e-12
9.65315 	0.991244 	0 	0.15176982 	-3.6036138e-05 	-1.2983076e-12
9.65315 	0.992971 	0 	0.11842112 	3.0359241e-06 	-1.5507807e-11
9.65315 	0.994308 	0 	0.093033626 	-6.4561596e-06 	-1.0276746e-11
9.65315 	0.995362 	0 	0.073089453 	-4.4573355e-05 	-3.9408658e-12
9.65315 	0.944498 	0 	1.1214378 	-0.0021496464 	-9.0898955e-11
9.65315 	0.952652 	0 	0.98873443 	-0.001811994 	3.1685031e-10
9.65315 	0.960264 	0 	0.84193006 	-0.0013122126 	-7.9263369e-11
9.65315 	0.96637 	0 	0.70871645 	-0.0009606767 	-3.4352716e-11
9.65315 	0.970955 	0 	0.6031659 	-0.00073277128 	-1.3398669e-11
9.65315 	0.975013 	0 	0.50783767 	-0.00053318292 	-5.1114016e-11
9.65315 	0.978605 	0 	0.42385327 	-0.00047777156 	2.7025886e-12
9.65315 	0.981784 	0 	0.35117709 	-0.00038254684 	-3.3468968e-11
9.65315 	0.984598 	0 	0.28890254 	-0.00014133464 	1.0598042e-10
9.65315 	0.987089 	0 	0.23576158 	-5.4624269e-05 	-7.3237638e-11
9.65315 	0.989293 	0 	0.19048365 	-7.7492994e-05 	-4.976927e-12
9.65315 	0.991244 	0 	0.15176982 	-3.6036138e-05 	-1.2983076e-12
9.65315 	0.992971 	0 	0.11842112 	3.0359241e-06 	-1.5507807e-11
9.65315 	0.994308 	0 	0.093033626 	-6.4561596e-06 	-1.0276746e-11
9.65315 	0.935765 	0 	1.2351526 	-0.0024382458 	-7.8414593e-11
9.65315 	0.944498 	0 	1.1214378 	-0.0021496464 	-9.0898955e-11
9.65315 	0.952652 	0 	0.98873443 	-0.001811994 	3.1685031e-10
9.65315 	0.960264 	0 	0.84193006 	-0.0013122126 	-7.9263369e-11
9.65315 	0.96637 	0 	0.70871645 	-0.0009606767 	-3.4352716e-11
9.65315 	0.970955 	0 	0.6031659 	-0.00073277128 	-1.3398669e-11
9.65315 	0.975013 	0 	0.50783767 	-0.00053318292 	-5.1114016e-11
9.65315 	0.978605 	0 	0.42385327 	-0.00047777156 	2.7025886e-12
9.65315 	0.981784 	0 	0.35117709 	-0.00038254684 	-3.3468968e-11
9.65315 	0.984598 	0 	0.28890254 	-0.00014133464 	1.0598042e-10
9.65315 	0.926412 	0 	1.3270815 	-0.0031652444 	5.9373342e-10
9.65315 	0.935765 	0 	1.2351526 	-0.0024382458 	-7.8414593e-11
9.65315 	0.944498 	0 	1.1214378 	-0.0021496464 	-9.0898955e-11
9.65315 	0.952652 	0 	0.98873443 	-0.001811994 	3.1685031e-10
9.65315 	0.960264 	0 	0.84193006 	-0.0013122126 	-7.9263369e-11
9.65315 	0.96637 	0 	0.70871645 	-0.0009606767 	-3.4352716e-11
9.65315 	0.970955 	0 	0.6031659 	-0.00073277128 	-1.3398669e-11
9.65315 	0.916394 	0 	1.3962506 	-0.0034977681 	1.0236662e-10
9.65315 	0.926412 	0 	1.3270815 	-0.0031652444 	5.9373342e-10
9.65315 	0.935765 	0 	1.2351526 	-0.0024382458 	-7.8414593e-11
9.65315 	0.944498 	0 	1.1214378 	-0.0021496464 	-9.0898955e-11
9.65315 	0.952652 	0 	0.98873443 	-0.001811994 	3.1685031e-10
9.65315 	0.960264 	0 	0.84193006 	-0.0013122126 	-7.9263369e-11
9.65315 	0.905664 	0 	1.4406569 	-0.0030951451 	1.2996866e-10
9.65315 	0.916394 	0 	1.3962506 	-0.0034977681 	1.0236662e-10
9.65315 	0.926412 	0 	1.3270815 	-0.0031652444 	5.9373342e-10
9.65315 	0.935765 	0 	1.2351526 	-0.0024382458 	-7.8414593e-11
9.65315 	0.944498 	0 	1.1214378 	-0.0021496464 	-9.0898955e-11
9.65315 	0.952652 	0 	0.98873443 	-0.001811994 	3.1685031e-10
9.65315 	0.894171 	0 	1.4612076 	-0.0029932399 	1.8318913e-10
9.65315 	0.905664 	0 	1.4406569 	-0.0030951451 	1.2996866e-10
9.65315 	0.916394 	0 	1.3962506 	-0.0034977681 	1.0236662e-10
9.65315 	0.926412 	0 	1.3270815 	-0.0031652444 	5.9373342e-10
9.65315 	0.935765 	0 	1.2351526 	-0.0024382458 	-7.8414593e-11
9.65315 	0.881862 	0 	1.4634196 	-0.0028828346 	4.8140054e-11
9.65315 	0.894171 	0 	1.4612076 	-0.0029932399 	1.8318913e-10
9.65315 	0.905664 	0 	1.4406569 	-0.0030951451 	1.2996866e-10
9.65315 	0.916394 	0 	1.3962506 	-0.0034977681 	1.0236662e-10
9.65315 	0.926412 	0 	1.3270815 	-0.0031652444 	5.9373342e-10
9.65315 	0.868678 	0 	1.4571829 	-0.0026556374 	-5.8498825e-10
9.65315 	0.881862 	0 	1.4634196 	-0.0028828346 	4.8140054e-11
9.65315 	0.894171 	0 	1.4612076 	-0.0029932399 	1.8318913e-10
9.65315 	0.905664 	0 	1.4406569 	-0.0030951451 	1.2996866e-10
9.65315 	0.916394 	0 	1.3962506 	-0.0034977681 	1.0236662e-10
9.65315 	0.868678 	0 	1.4571829 	-0.0026556374 	-5.8498825e-10
9.65315 	0.881862 	0 	1.4634196 	-0.0028828346 	4.8140054e-11
9.65315 	0.894171 	0 	1.4612076 	-0.0029932399 	1.8318913e-10
9.65315 	0.905664 	0 	1.4406569 	-0.0030951451 	1.2996866e-10
9.65315 	0.854557 	0 	1.4534734 	-0.0023399956 	-1.9924114e-09
9.65315 	0.868678 	0 	1.4571829 	-0.0026556374 	-5.8498825e-10
9.65315 	0.881862 	0 	1.4634196 	-0.0028828346 	4.8140054e-11
9.65315 	0.894171 	0 	1.4612076 	-0.0029932399 	1.8318913e-10
9.65315 	0.839433 	0 	1.4582799 	-0.0021216728 	-2.974202e-09
9.65315 	0.854557 	0 	1.4534734 	-0.0023399956 	-1.9924114e-09
9.65315 	0.868678 	0 	1.4571829 	-0.0026556374 	-5.8498825e-10
9.65315 	0.881862 	0 	1.4634196 	-0.0028828346 	4.8140054e-11
9.65315 	0.839433 	0 	1.4582799 	-0.0021216728 	-2.974202e-09
9.65315 	0.854557 	0 	1.4534734 	-0.0023399956 	-1.9924114e-09
9.65315 	0.868678 	0 	1.4571829 	-0.0026556374 	-5.8498825e-10
9.65315 	0.823234 	0 	1.4685257 	-0.0019920179 	-1.2127897e-09
9.65315 	0.839433 	0 	1.4582799 	-0.0021216728 	-2.974202e-09
9.65315 	0.854557 	0 	1.4534734 	-0.0023399956 	-1.9924114e-09
9.65315 	0.868678 	0 	1.4571829 	-0.0026556374 	-5.8498825e-10
9.65315 	0.805884 	0 	1.479419 	-0.0018244364 	5.9900409e-09
9.65315 	0.823234 	0 	1.4685257 	-0.0019920179 	-1.2127897e-09
9.65315 	0.839433 	0 	1.4582799 	-0.0021216728 	-2.974202e-09
9.65315 	0.854557 	0 	1.4534734 	-0.0023399956 	-1.9924114e-09
9.65315 	0.805884 	0 	1.479419 	-0.0018244364 	5.9900409e-09
9.65315 	0.823234 	0 	1.4685257 	-0.0019920179 	-1.2127897e-09
9.65315 	0.839433 	0 	1.4582799 	-0.0021216728 	-2.974202e-09
9.65315 	0.787302 	0 	1.4896898 	-0.0016315948 	1.6517646e-08
9.65315 	0.805884 	0 	1.479419 	-0.0018244364 	5.9900409e-09
9.65315 	0.823234 	0 	1.4685257 	-0.0019920179 	-1.2127897e-09
9.65315 	0.787302 	0 	1.4896898 	-0.0016315948 	1.6517646e-08
9.65315 	0.805884 	0 	1.479419 	-0.0018244364 	5.9900409e-09
9.65315 	0.823234 	0 	1.4685257 	-0.0019920179 	-1.2127897e-09
9.65315 	0.7674 	0 	1.4996057 	-0.0014072076 	2.3396596e-08
9.65315 	0.787302 	0 	1.4896898 	-0.0016315948 	1.6517646e-08
9.65315 	0.805884 	0 	1.479419 	-0.0018244364 	5.9900409e-09
9.65315 	0.7674 	0 	1.4996057 	-0.0014072076 	2.3396596e-08
9.65315 	0.787302 	0 	1.4896898 	-0.0016315948 	1.6517646e-08
9.65315 	0.805884 	0 	1.479419 	-0.0018244364 	5.9900409e-09
9.65315 	0.7674 	0 	1.4996057 	-0.0014072076 	2.3396596e-08
9.65315 	0.787302 	0 	1.4896898 	-0.0016315948 	1.6517646e-08
9.65315 	0.7674 	0 	1.4996057 	-0.0014072076 	2.3396596e-08
9.65315 	0.7674 	0 	1.4996057 	-0.0014072076 	2.3396596e-08
9.65315 	0.952652 	0 	0.98873443 	-0.001811994 	3.1685031e-10
9.65315 	0.960264 	0 	0.84193006 	-0.0013122126 	-7.9263369e-11
9.65315 	0.96637 	0 	0.70871645 	-0.0009606767 	-3.4352716e-11
9.65315 	0.970955 	0 	0.6031659 	-0.00073277128 	-1.3398669e-11
9.65315 	0.975013 	0 	0.50783767 	-0.00053318292 	-5.1114016e-11
9.65315 	0.978605 	0 	0.42385327 	-0.00047777156 	2.7025886e-12
9.65315 	0.981784 	0 	0.35117709 	-0.00038254684 	-3.3468968e-11
9.65315 	0.984598 	0 	0.28890254 	-0.00014133464 	1.0598042e-10
9.65315 	0.987089 	0 	0.23576158 	-5.4624269e-05 	-7.3237638e-11
9.65315 	0.989293 	0 	0.19048365 	-7.7492994e-05 	-4.976927e-12
9.65315 	0.991244 	0 	0.15176982 	-3.6036138e-05 	-1.2983076e-12
9.65315 	0.992971 	0 	0.11842112 	3.0359241e-06 	-1.5507807e-11
9.65315 	0.994308 	0 	0.093033626 	-6.4561596e-06 	-1.0276746e-11
9.65315 	0.995362 	0 	0.073089453 	-4.4573355e-05 	-3.9408658e-12
9.65315 	0.944498 	0 	1.1214378 	-0.0021496464 	-9.0898955e-11
9.65315 	0.952652 	0 	0.98873443 	-0.001811994 	3.1685031e-10
9.65315 	0.960264 	0 	0.84193006 	-0.0013122126 	-7.9263369e-11
9.65315 	0.96637 	0 	0.70871645 	-0.0009606767 	-3.4352716e-11
9.65315 	0.970955 	0 	0.6031659 	-0.00073277128 	-1.3398669e-11
9.65315 	0.975013 	0 	0.50783767 	-0.00053318292 	-5.1114016e-11
9.65315 	0.978605 	0 	0.42385327 	-0.00047777156 	2.7025886e-12
9.65315 	0.981784 	0 	0.35117709 	-0.00038254684 	-3.3468968e-11
9.65315 	0.984598 	0 	0.28890254 	-0.00014133464 	1.0598042e-10
9.65315 	0.987089 	0 	0.23576158 	-5.4624269e-05 	-7.3237638e-11
9.65315 	0.989293 	0 	0.19048365 	-7.7492994e-05 	-4.976927e-12
9.65315 	0.991244 	0 	0.15176982 	-3.6036138e-05 	-1.2983076e-12
9.65315 	0.992971 	0 	0.11842112 	3.0359241e-06 	-1.5507807e-11
9.65315 	0.994308 	0 	0.093033626 	-6.4561596e-06 	-1.0276746e-11
9.65315 	0.935765 	0 	1.2351526 	-0.0024382458 	-7.8414593e-11
9.65315 	0.944498 	0 	1.1214378 	-0.0021496464 	-9.0898955e-11
9.65315 	0.952652 	0 	0.98873443 	-0.001811994 	3.1685031e-10
9.65315 	0.960264 	0 	0.84193006 	-0.0013122126 	-7.9263369e-11
9.65315 	0.96637 	0 	0.70871645 	-0.0009606767 	-3.4352716e-11
9.65315 	0.970955 	0 	0.6031659 	-0.00073277128 	-1.3398669e-11
9.65315 	0.975013 	0 	0.50783767 	-0.00053318292 	-5.1114016e-11
9.65315 	0.978605 	0 	0.42385327 	-0.00047777156 	2.7025886e-12
9.65315 	0.981784 	0 	0.35117709 	-0.00038254684 	-3.3468968e-11
9.65315 	0.984598 	0 	0.28890254 	-0.00014133464 	1.0598042e-10
9.65315 	0.926412 	0 	1.3270815 	-0.0031652444 	5.9373342e-10
9.65315 	0.935765 	0 	1.2351526 	-0.0024382458 	-7.8414593e-11
9.65315 	0.944498 	0 	1.1214378 	-0.0021496464 	-9.0898955e-11
9.65315 	0.952652 	0 	0.98873443 	-0.001811994 	3.1685031e-10
9.65315 	0.960264 	0 	0.84193006 	-0.0013122126 	-7.9263369e-11
9.65315 	0.96637 	0 	0.70871645 	-0.0009606767 	-3.4352716e-11
9.65315 	0.970955 	0 	0.6031659 	-0.00073277128 	-1.3398669e-11
9.65315 	0.916394 	0 	1.3962506 	-0.0034977681 	1.0236662e-10
9.65315 	0.926412 	0 	1.3270815 	-0.0031652444 	5.9373342e-10
9.65315 	0.935765 	0 	1.2351526 	-0.0024382458 	-7.8414593e-11
9.65315 	0.944498 	0 	1.1214378 	-0.0021496464 	-9.0898955e-11
9.65315 	0.952652 	0 	0.98873443 	-0.001811994 	3.1685031e-10
9.65315 	0.960264 	0 	0.84193006 	-0.0013122126 	-7.9263369e-11
9.65315 	0.905664 	0 	1.4406569 	-0.0030951451 	1.2996866e-10
9.65315 	0.916394 	0 	1.3962506 	-0.0034977681 	1.0236662e-10
9.65315 	0.926412 	0 	1.3270815 	-0.0031652444 	5.9373342e-10
9.65315 	0.935765 	0 	1.2351526 	-0.0024382458 	-7.8414593e-11
9.65315 	0.944498 	0 	1.1214378 	-0.0021496464 	-9.0898955e-11
9.65315 	0.952652 	0 	0.98873443 	-0.001811994 	3.1685031e-10
9.65315 	0.894171 	0 	1.4612076 	-0.0029932399 	1.8318913e-10
9.65315 	0.905664 	0 	1.4406569 	-0.0030951451 	1.2996866e-10
9.65315 	0.916394 	0 	1.3962506 	-0.0034977681 	1.0236662e-10
9.65315 	0.926412 	0 	1.3270815 	-0.0031652444 	5.9373342e-10
9.65315 	0.935765 	0 	1.2351526 	-0.0024382458 	-7.8414593e-11
9.65315 	0.881862 	0 	1.4634196 	-0.0028828346 	4.8140054e-11
9.65315 	0.894171 	0 	1.4612076 	-0.0029932399 	1.8318913e-10
9.65315 	0.905664 	0 	1.4406569 	-0.0030951451 	1.2996866e-10
9.65315 	0.916394 	0 	1.3962506 	-0.0034977681 	1.0236662e-10
9.65315 	0.926412 	0 	1.3270815 	-0.0031652444 	5.9373342e-10
9.65315 	0.868678 	0 	1.4571829 	-0.0026556374 	-5.8498825e-10
9.65315 	0.881862 	0 	1.4634196 	-0.0028828346 	4.8140054e-11
9.65315 	0.894171 	0 	1.4612076 	-0.0029932399 	1.8318913e-10
9.65315 	0.905664 	0 	1.4406569 	-0.0030951451 	1.2996866e-10
9.65315 	0.916394 	0 	1.3962506 	-0.0034977681 	1.0236662e-10
9.65315 	0.868678 	0 	1.4571829 	-0.0026556374 	-5.8498825e-10
9.65315 	0.881862 	0 	1.4634196 	-0.0028828346 	4.8140054e-11
9.65315 	0.894171 	0 	1.4612076 	-0.0029932399 	1.8318913e-10
9.65315 	0.905664 	0 	1.4406569 	-0.0030951451 	1.2996866e-10
9.65315 	0.854557 	0 	1.4534734 	-0.0023399956 	-1.9924114e-09
9.65315 	0.868678 	0 	1.4571829 	-0.0026556374 	-5.8498825e-10
9.65315 	0.881862 	0 	1.4634196 	-0.0028828346 	4.8140054e-11
9.65315 	0.894171 	0 	1.4612076 	-0.0029932399 	1.8318913e-10
9.65315 	0.839433 	0 	1.4582799 	-0.0021216728 	-2.974202e-09
9.65315 	0.854557 	0 	1.4534734 	-0.0023399956 	-1.9924114e-09
9.65315 	0.868678 	0 	1.4571829 	-0.0026556374 	-5.8498825e-10
9.65315 	0.881862 	0 	1.4634196 	-0.0028828346 	4.8140054e-11
9.65315 	0.839433 	0 	1.4582799 	-0.0021216728 	-2.974202e-09
9.65315 	0.854557 	0 	1.4534734 	-0.0023399956 	-1.9924114e-09
9.65315 	0.868678 	0 	1.4571829 	-0.0026556374 	-5.8498825e-10
9.65315 	0.823234 	0 	1.4685257 	-0.0019920179 	-1.2127897e-09
9.65315 	0.839433 	0 	1.4582799 	-0.0021216728 	-2.974202e-09
9.65315 	0.854557 	0 	1.4534734 	-0.0023399956 	-1.9924114e-09
9.65315 	0.868678 	0 	1.4571829 	-0.0026556374 	-5.8498825e-10
9.65315 	0.805884 	0 	1.479419 	-0.0018244364 	5.9900409e-09
9.65315 	0.823234 	0 	1.4685257 	-0.0019920179 	-1.2127897e-09
9.65315 	0.839433 	0 	1.4582799 	-0.0021216728 	-2.974202e-09
9.65315 	0.854557 	0 	1.4534734 	-0.0023399956 	-1.9924114e-09
9.65315 	0.805884 	0 	1.479419 	-0.0018244364 	5.9900409e-09
9.65315 	0.823234 	0 	1.4685257 	-0.0019920179 	-1.2127897e-09
9.65315 	0.839433 	0 	1.4582799 	-0.0021216728 	-2.974202e-09
9.65315 	0.787302 	0 	1.4896898 	-0.0016315948 	1.6517646e-08
9.65315 	0.805884 	0 	1.479419 	-0.0018244364 	5.9900409e-09
9.65315 	0.823234 	0 	1.4685257 	-0.0019920179 	-1.2127897e-09
9.65315 	0.787302 	0 	1.4896898 	-0.0016315948 	1.6517646e-08
9.65315 	0.805884 	0 	1.479419 	-0.0018244364 	5.9900409e-09
9.65315 	0.823234 	0 	1.4685257 	-0.0019920179 	-1.2127897e-09
9.65315 	0.7674 	0 	1.4996057 	-0.0014072076 	2.3396596e-08
9.65315 	0.787302 	0 	1.4896898 	-0.0016315948 	1.6517646e-08
9.65315 	0.805884 	0 	1.479419 	-0.0018244364 	5.9900409e-09
9.65315 	0.7674 	0 	1.4996057 	-0.0014072076 	2.3396596e-08
9.65315 	0.787302 	0 	1.4896898 	-0.0016315948 	1.6517646e-08
9.65315 	0.805884 	0 	1.479419 	-0.0018244364 	5.9900409e-09
9.65315 	0.7674 	0 	1.4996057 	-0.0014072076 	2.3396596e-08
9.65315 	0.787302 	0 	1.4896898 	-0.0016315948 	1.6517646e-08
9.65315 	0.7674 	0 	1.4996057 	-0.0014072076 	2.3396596e-08
9.65315 	0.7674 	0 	1.4996057 	-0.0014072076 	2.3396596e-08
